Institution_OrgUEINum_C,Sum,Count,Institution_Name_C
"Shields, Colleen",122171.0,1,"Shields, Colleen"
Volfovsky               Alexander,150000.0,1,Volfovsky               Alexander
"Shipp, Nora Rose Nedde",330000.0,1,"Shipp, Nora Rose Nedde"
"Shirvanee, Lily M",0.0,1,"Shirvanee, Lily M"
Shustov                 Valentin,16901.0,1,Shustov                 Valentin
Visnjic                 Tea,5070.0,1,Visnjic                 Tea
"Vision-1, LLC",149544.0,1,"Vision-1, LLC"
"Short, Rachel A",138000.0,1,"Short, Rachel A"
"Shropshire, John Dylan",138000.0,1,"Shropshire, John Dylan"
"Shteynberg, Gary",40500.0,1,"Shteynberg, Gary"
Shuler                  Ashley         E,85000.0,1,Shuler                  Ashley         E
"Visher, Elisa",138000.0,1,"Visher, Elisa"
Shumaker-Parry          Jennifer       S,130176.0,1,Shumaker-Parry          Jennifer       S
"VisTrails, Inc.",0.0,1,"VisTrails, Inc."
Shishkovsky             Laura          K,5070.0,1,Shishkovsky             Laura          K
Shvets                  Dahlia         E,5400.0,1,Shvets                  Dahlia         E
Virtual Device Technologies LLC,127972.0,1,Virtual Device Technologies LLC
"Virtual Astronomical Observatory, LLC",20000000.0,1,"Virtual Astronomical Observatory, LLC"
"SiC Systems, Inc.",500000.0,1,"SiC Systems, Inc."
Siboni                  Ruth           B,5070.0,1,Siboni                  Ruth           B
"Sidman, Jessica",108000.0,1,"Sidman, Jessica"
Sidoli                  Nathan         C,0.0,1,Sidoli                  Nathan         C
Siegel                  Kyler          B,150000.0,1,Siegel                  Kyler          B
Vista Wearable Inc.,150000.0,1,Vista Wearable Inc.
"Short, Aidan William",249000.0,1,"Short, Aidan William"
"Visual Composites, LLC",150000.0,1,"Visual Composites, LLC"
Sholts                  Sabrina        B,5637.0,1,Sholts                  Sabrina        B
Vogtmann                Dana           E,5000.0,1,Vogtmann                Dana           E
"Shiu, Anne J",135000.0,1,"Shiu, Anne J"
"Vogt, Isabel Marley",150000.0,1,"Vogt, Isabel Marley"
Vogt                    Marissa        F,86000.0,1,Vogt                    Marissa        F
Shiyanovskii            Yuriy,5700.0,1,Shiyanovskii            Yuriy
Shizuka                 Daizaburo,5617.0,1,Shizuka                 Daizaburo
Shkolnik                Alexander      C,4579.0,1,Shkolnik                Alexander      C
Vogrinc                 Philip         N,5070.0,1,Vogrinc                 Philip         N
"Vogl, Christopher J",150000.0,1,"Vogl, Christopher J"
"Shlapentokh-Rothman, Yakov",150000.0,1,"Shlapentokh-Rothman, Yakov"
"Shoemaker, William Randolph",138000.0,1,"Shoemaker, William Randolph"
Shogren                 Arial          J,138000.0,1,Shogren                 Arial          J
"Vladimirsky, Alexander B",90000.0,1,"Vladimirsky, Alexander B"
Vivic Networks LLC,0.0,1,Vivic Networks LLC
"Shogren, Elsie H",138000.0,1,"Shogren, Elsie H"
VitruMed Inc.,0.0,1,VitruMed Inc.
VitaThreads LLC,149477.0,1,VitaThreads LLC
Sutlive                 Joseph         V,5400.0,1,Sutlive                 Joseph         V
"Van Etten, Julia",240000.0,1,"Van Etten, Julia"
Sutton                  Craig          J,108000.0,1,Sutton                  Craig          J
Tracy                   Christopher    R,123292.0,1,Tracy                   Christopher    R
"Touchco, Inc.",149907.0,1,"Touchco, Inc."
Touchon                 Justin,162786.0,1,Touchon                 Justin
Touris                  Todd           C,100000.0,1,Touris                  Todd           C
Toussaint               Kimani         C,120000.0,1,Toussaint               Kimani         C
"Tovar Mendoza, Guadalupe",300000.0,1,"Tovar Mendoza, Guadalupe"
Townsend                Andrea         K,123000.0,1,Townsend                Andrea         K
Townsend                Joshua         P,5836.0,1,Townsend                Joshua         P
"Townsend, Ted M",100000.0,1,"Townsend, Ted M"
TrafficRNA,0.0,1,TrafficRNA
"Tosteson, Philip",150000.0,1,"Tosteson, Philip"
Traiger                 Sarah          B,5400.0,1,Traiger                 Sarah          B
Tran                    Kim-Vy         H,0.0,1,Tran                    Kim-Vy         H
Tran                    Lucy,138000.0,1,Tran                    Lucy
Tran                    Thanh          V,5070.0,1,Tran                    Thanh          V
"TransTech Systems, Incorporated",0.0,1,"TransTech Systems, Incorporated"
Transcend Innovation Group,99824.0,1,Transcend Innovation Group
"Transgenomic, Inc.",99353.0,1,"Transgenomic, Inc."
Transglobal Oil Corp.,98449.0,1,Transglobal Oil Corp.
Totic Technology Inc.,150000.0,1,Totic Technology Inc.
"Torvinen, Andrea",148000.0,1,"Torvinen, Andrea"
Todd                    Erin           K,5070.0,1,Todd                    Erin           K
Tong                    Stephanie      M,5070.0,1,Tong                    Stephanie      M
"Tollerson, Rodney W",138000.0,1,"Tollerson, Rodney W"
Tolwinski-Ward          Susan,150000.0,1,Tolwinski-Ward          Susan
Tomas Rivera Policy Institute,660000.0,1,Tomas Rivera Policy Institute
Tomasino                Rachael,5836.0,1,Tomasino                Rachael
Tomforde                Mark           L,108000.0,1,Tomforde                Mark           L
Tompson                 Steven         R,5070.0,1,Tompson                 Steven         R
Toney                   Jermaine,69000.0,1,Toney                   Jermaine
Tong                    Michael,5637.0,1,Tong                    Michael
Tong                    Xinyue,5070.0,1,Tong                    Xinyue
Torres-Barragan         Andrea,189000.0,1,Torres-Barragan         Andrea
"Toolwire, Inc",150000.0,1,"Toolwire, Inc"
Toomey                  Matthew        B,123000.0,1,Toomey                  Matthew        B
Topaz                   Adam,150000.0,1,Topaz                   Adam
Torre                   Fernando,5836.0,1,Torre                   Fernando
Torres                  Jorge,5400.0,1,Torres                  Jorge
Torres                  Manuel         J,180000.0,1,Torres                  Manuel         J
"Torres, Christopher",138000.0,1,"Torres, Christopher"
"Torres, David D",60000.0,1,"Torres, David D"
Transport Foundry,150000.0,1,Transport Foundry
"Transpose, LLC",99799.0,1,"Transpose, LLC"
Trask                   Nathaniel      A,150000.0,1,Trask                   Nathaniel      A
"Trujillo, Joshua T",216000.0,1,"Trujillo, Joshua T"
"Trinh, Minh-Tam Quang",150000.0,1,"Trinh, Minh-Tam Quang"
Tripathy                Arnav,150000.0,1,Tripathy                Arnav
Tripp                   Jennifer       A,150480.0,1,Tripp                   Jennifer       A
University of Mary Washington,247241.0,1,University of Mary Washington
Trogdon                 Thomas         D,150000.0,1,Trogdon                 Thomas         D
Trowbridge              Amy            M,138000.0,1,Trowbridge              Amy            M
"Trubovitz, Sarah",138000.0,1,"Trubovitz, Sarah"
Truitt                  Amy            M,5070.0,1,Truitt                  Amy            M
Trump                   Jonathan       R,5637.0,1,Trump                   Jonathan       R
"Travassos, Mark A",32000.0,1,"Travassos, Mark A"
Truong                  Linh           M,150000.0,1,Truong                  Linh           M
Trzynadlowski           Bart,5617.0,1,Trzynadlowski           Bart
Tsai                    Nancy,5070.0,1,Tsai                    Nancy
Tsai                    Yi-Hsin        E,123000.0,1,Tsai                    Yi-Hsin        E
"Tsai, Kellee S",126116.0,1,"Tsai, Kellee S"
Tsang                   Susan          M,5700.0,1,Tsang                   Susan          M
University of Kansas Main Campus,94000.0,1,University of Kansas Main Campus
"Tse, Martha L",100000.0,1,"Tse, Martha L"
"Trinh, Christopher Q",21250.0,1,"Trinh, Christopher Q"
Trimm                   Anderson       D,5070.0,1,Trimm                   Anderson       D
"Trimble, Morgan J",40500.0,1,"Trimble, Morgan J"
Trimble                 Sarah          M,5070.0,1,Trimble                 Sarah          M
Travel Award,2734.0,1,Travel Award
"Travis, Brandon R",85850.0,1,"Travis, Brandon R"
"Treamin Energy, Inc.",225000.0,1,"Treamin Energy, Inc."
Treat                   Neil           D,100908.0,1,Treat                   Neil           D
Tredennick              Andrew         T,207000.0,1,Tredennick              Andrew         T
Treible                 Laura          M,5070.0,1,Treible                 Laura          M
"Treidel, Lisa A",138000.0,1,"Treidel, Lisa A"
Trellis Engineering LLC,149750.0,1,Trellis Engineering LLC
Tremmel                 Michael        J,300000.0,1,Tremmel                 Michael        J
Trevino                 Rodrigo,150000.0,1,Trevino                 Rodrigo
"Tri College University, Center for Watershed Education",725192.0,1,"Tri College University, Center for Watershed Education"
Triangle Engineering,149926.0,1,Triangle Engineering
Triangle Research and Development Corporation,499991.0,1,Triangle Research and Development Corporation
Triantafillu            Ursula         L,5400.0,1,Triantafillu            Ursula         L
"Tribble, Carrie M",216000.0,1,"Tribble, Carrie M"
Trieu                   Simeon         S,5678.0,1,Trieu                   Simeon         S
Triggs                  Veronica       P,16667.0,1,Triggs                  Veronica       P
Tohver                  Eric,95444.0,1,Tohver                  Eric
Tivey                   Trevor         R,216000.0,1,Tivey                   Trevor         R
Tseng                   Jack,4579.0,1,Tseng                   Jack
Thermatin Industries LLC,149934.0,1,Thermatin Industries LLC
The Protein Society,0.0,1,The Protein Society
The Society for Organizational Learning,206830.0,1,The Society for Organizational Learning
University of Wisconsin-Extension,102690.0,1,University of Wisconsin-Extension
The Wildlands Project,1144841.0,1,The Wildlands Project
Theiss                  Jurgen,0.0,1,Theiss                  Jurgen
University of Wisconsin General Administration Office,199322.0,1,University of Wisconsin General Administration Office
Theobald                Jamie          C,144274.0,1,Theobald                Jamie          C
University of Wisconsin Colleges,24997.0,1,University of Wisconsin Colleges
University of Virginia Main Campus,256045.0,1,University of Virginia Main Campus
"The North Alabama Science Center, dba Sci-Quest",0.0,1,"The North Alabama Science Center, dba Sci-Quest"
Thermocreek Corporation,149313.0,1,Thermocreek Corporation
University of Texas at Austin,79508.0,1,University of Texas at Austin
"Thick Film Technologies, Inc.",0.0,1,"Thick Film Technologies, Inc."
"ThinkIncubate, Inc.",225000.0,1,"ThinkIncubate, Inc."
Thoma                   Brent          P,141500.0,1,Thoma                   Brent          P
"Thoma, Eric Michael",190000.0,1,"Thoma, Eric Michael"
Thomas                  Amanda         M,85000.0,1,Thomas                  Amanda         M
Thomas                  Amy            E,3000.0,1,Thomas                  Amy            E
"The Power of Three, LLC",100000.0,1,"The Power of Three, LLC"
"Untravel Media, Inc.",0.0,1,"Untravel Media, Inc."
Titus-McQuillan         James          E,5070.0,1,Titus-McQuillan         James          E
Urban                   Daniel         J,138000.0,1,Urban                   Daniel         J
The Baum Foundation,75000.0,1,The Baum Foundation
The BioBricks Foundation,19900.0,1,The BioBricks Foundation
"The Biodiversity Project, Inc.",50000.0,1,"The Biodiversity Project, Inc."
"Urjanet, Inc.",150000.0,1,"Urjanet, Inc."
The Evaluators' Institute,50000.0,1,The Evaluators' Institute
The Foundation for Human Potential,5452.0,1,The Foundation for Human Potential
The Gertrude Stein Repertory Theare,252956.0,1,The Gertrude Stein Repertory Theare
The Hill Center for World Studies Inc.,24670.0,1,The Hill Center for World Studies Inc.
The Hybrid Vigor Institute,99630.0,1,The Hybrid Vigor Institute
The Mountain Institute,70000.0,1,The Mountain Institute
Upton                   Lisa           A,86000.0,1,Upton                   Lisa           A
"Upgrademe, Inc",150000.0,1,"Upgrademe, Inc"
The Linux Box Corporation,150000.0,1,The Linux Box Corporation
The Madison Group: Polymer Processing Research Corp.,100000.0,1,The Madison Group: Polymer Processing Research Corp.
"Unzueta, Pablo Andres",300000.0,1,"Unzueta, Pablo Andres"
"Unzueta Martinez, Andrea",138000.0,1,"Unzueta Martinez, Andrea"
Unwin                   Matthew        M,81816.0,1,Unwin                   Matthew        M
The Methodist Hospital Research Institute,150000.0,1,The Methodist Hospital Research Institute
Thomas                  Daniel         C,5070.0,1,Thomas                  Daniel         C
Thomas                  Elizabeth      K,87000.0,1,Thomas                  Elizabeth      K
Thomas                  Erin           M,5700.0,1,Thomas                  Erin           M
Tierney                 Casey          R,5400.0,1,Tierney                 Casey          R
Thrash                  James          C,123000.0,1,Thrash                  James          C
"ThromboMetrix, Inc",149501.0,1,"ThromboMetrix, Inc"
Thurber                 Andrew         R,208800.0,1,Thurber                 Andrew         R
"Thurman, Timothy",138000.0,1,"Thurman, Timothy"
"TiSol, LLC",149207.0,1,"TiSol, LLC"
Tice                    Ian            T,108000.0,1,Tice                    Ian            T
Tice                    Joshua         D,5617.0,1,Tice                    Joshua         D
"Tiedeken, Erin",1000.0,1,"Tiedeken, Erin"
Tilley                  Stanley        D,143100.0,1,Tilley                  Stanley        D
Thomas                  Pardikes       J,5975.0,1,Thomas                  Pardikes       J
University of New Haven,192937.0,1,University of New Haven
"Tingle, Jessica",240000.0,1,"Tingle, Jessica"
Tingley                 Peter,135000.0,1,Tingley                 Peter
Tinsman                 Jen            C,138000.0,1,Tinsman                 Jen            C
Tissue Grown Corporation,99982.0,1,Tissue Grown Corporation
Tissue Therapeutics,400000.0,1,Tissue Therapeutics
Titcomb                 Caroline       R,5617.0,1,Titcomb                 Caroline       R
Titus                   Alex           J,5400.0,1,Titus                   Alex           J
"Thornton, Riley",150000.0,1,"Thornton, Riley"
Thornhill               James          A,5400.0,1,Thornhill               James          A
Thorner                 Jesse,150000.0,1,Thorner                 Jesse
Thorne                  Frank          H,108000.0,1,Thorne                  Frank          H
Thomas                  Patrick        R,5070.0,1,Thomas                  Patrick        R
Thomas                  Philip         S,5700.0,1,Thomas                  Philip         S
Thomas                  Tavaris        J,2500.0,1,Thomas                  Tavaris        J
Thomas                  Teceta         E,100000.0,1,Thomas                  Teceta         E
University of Scranton,0.0,1,University of Scranton
"Thomas, Joaquin T",28500.0,1,"Thomas, Joaquin T"
